Location,Created At,Text,Sentiment,Polarity,subjectivity,Favs,Retweets,Tags,Nouns
,2019-10-18 05:50:02,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:49:39,A People’s Party government would withdraw from the Paris Accord and abandon unrealistic greenhouse-gas emission re… https://t.co/mwooaWyvKi,Negative,-0.5,1.0,3,3,"['A', 'People', 's', 'Party', 'government', 'would', 'withdraw', 'from', 'the', 'Paris', 'Accord', 'and', 'abandon', 'unrealistic', 'greenhouse', 'gas', 'emission', 're']","['people s party government', 'paris accord', 'abandon unrealistic greenhouse gas emission re']"
,2019-10-18 05:49:38,"… As for trusting the scientists, we are still fuzzy on what caused the ice age, and whether we are truly out of th… https://t.co/rlMhCPx8Ky",Neutral,0.0,0.0,0,0,"['As', 'for', 'trusting', 'the', 'scientists', 'we', 'are', 'still', 'fuzzy', 'on', 'what', 'caused', 'the', 'ice', 'age', 'and', 'whether', 'we', 'are', 'truly', 'out', 'of', 'th']",['ice age']
,2019-10-18 05:49:24,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:49:23,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:49:19,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:48:51,"RT @TheRealPBarry: Dear Mr Bolt, excuse my pathetic, evasive, deceptive hysteria, but may I suggest that we all listen to the science on gl…",Negative,-0.525,0.525,0,273,"['RT', 'Dear', 'Mr', 'Bolt', 'excuse', 'my', 'pathetic', 'evasive', 'deceptive', 'hysteria', 'but', 'may', 'I', 'suggest', 'that', 'we', 'all', 'listen', 'to', 'the', 'science', 'on', 'gl']","['rt dear mr bolt', 'evasive deceptive hysteria']"
,2019-10-18 05:48:48,"RT @Marlene45MAGA: #ClimateChangeHoax 

This 12 minute video illuminates the total deception perpetrated by the #ClimateChange liars.

""...…",Neutral,0.0,0.75,0,493,"['RT', 'ClimateChangeHoax', 'This', '12', 'minute', 'video', 'illuminates', 'the', 'total', 'deception', 'perpetrated', 'by', 'the', 'ClimateChange', 'liars']","['rt climatechangehoax', 'minute video illuminates', 'total deception', 'climatechange']"
,2019-10-18 05:48:46,"@otxena @Lumberist @CanadianGreens Al Gore stated that GHG know no bounds. Canada is net negative in GHG emitted, m… https://t.co/Br9qp5MNDe",Negative,-0.15,0.2,0,0,"['Al', 'Gore', 'stated', 'that', 'GHG', 'know', 'no', 'bounds', 'Canada', 'is', 'net', 'negative', 'in', 'GHG', 'emitted', 'm']","['al gore', 'ghg', 'canada', 'ghg']"
,2019-10-18 05:48:33,Thank goodness global warming has our back 😅 🙌🏼 https://t.co/iDPtdFyhSn,Neutral,0.0,0.0,0,0,"['Thank', 'goodness', 'global', 'warming', 'has', 'our', 'back']",['thank']
,2019-10-18 05:48:32,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:48:28,@PatCorc2019 When global warming stops I'll start worrying about seasonal wardrobe colors.,Neutral,0.0,0.0,0,0,"['When', 'global', 'warming', 'stops', 'I', 'll', 'start', 'worrying', 'about', 'seasonal', 'wardrobe', 'colors']",['seasonal wardrobe colors']
,2019-10-18 05:48:27,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:48:19,This woman is very educated on how people are manipulated and you thinking the world is coming to an end if you don… https://t.co/G8mWszT4G7,Positive,0.2,0.3,0,0,"['This', 'woman', 'is', 'very', 'educated', 'on', 'how', 'people', 'are', 'manipulated', 'and', 'you', 'thinking', 'the', 'world', 'is', 'coming', 'to', 'an', 'end', 'if', 'you', 'don']",[]
,2019-10-18 05:48:16,RT @britneyspears: Does anyone think global warming is a good thing? I love Lady Gaga.  I think she's a really interesting artist.,Positive,0.425,0.42500000000000004,0,148838,"['RT', 'Does', 'anyone', 'think', 'global', 'warming', 'is', 'a', 'good', 'thing', 'I', 'love', 'Lady', 'Gaga', 'I', 'think', 'she', 's', 'a', 'really', 'interesting', 'artist']","['rt does', 'good thing', 'gaga', 'interesting artist']"
,2019-10-18 05:48:09,"RT @thebestpeoplew: a person who can cause global warming:

you",Neutral,0.0,0.0,0,243,"['RT', 'a', 'person', 'who', 'can', 'cause', 'global', 'warming', 'you']",['rt']
,2019-10-18 05:48:06,"RT @thebestpeoplew: a person who can cause global warming:

ur crush",Neutral,0.0,0.0,0,310,"['RT', 'a', 'person', 'who', 'can', 'cause', 'global', 'warming', 'ur', 'crush']","['rt', 'ur crush']"
,2019-10-18 05:47:50,"RT @Marlene45MAGA: #ClimateChangeHoax 

This 12 minute video illuminates the total deception perpetrated by the #ClimateChange liars.

""...…",Neutral,0.0,0.75,0,493,"['RT', 'ClimateChangeHoax', 'This', '12', 'minute', 'video', 'illuminates', 'the', 'total', 'deception', 'perpetrated', 'by', 'the', 'ClimateChange', 'liars']","['rt climatechangehoax', 'minute video illuminates', 'total deception', 'climatechange']"
,2019-10-18 05:46:33,@IvankaTrump Wait isn’t this all lefty propaganda?  NASA reinforces global warming science. What tf are you doing,Negative,-0.05,0.05,0,0,"['Wait', 'isn', 't', 'this', 'all', 'lefty', 'propaganda', 'NASA', 'reinforces', 'global', 'warming', 'science', 'What', 'tf', 'are', 'you', 'doing']","['wait', 'isn t', 'lefty propaganda', 'nasa']"
,2019-10-18 05:46:24,"@ClaudiaBrown100 “An enviornmental movement fighting global warming... by stopping trains!”

It makes no sense, Cla… https://t.co/AaZNyzmX5C",Neutral,0.0,0.0,0,0,"['An', 'enviornmental', 'movement', 'fighting', 'global', 'warming', 'by', 'stopping', 'trains', 'It', 'makes', 'no', 'sense', 'Cla']","['enviornmental movement', 'cla']"
,2019-10-18 05:46:16,"RT @KensingtonRoyal: The Duke and Duchess of Cambridge visited the stunning mountains of Northern Pakistan, where the stark effects of clim…",Positive,0.15,0.8,0,2248,"['RT', 'The', 'Duke', 'and', 'Duchess', 'of', 'Cambridge', 'visited', 'the', 'stunning', 'mountains', 'of', 'Northern', 'Pakistan', 'where', 'the', 'stark', 'effects', 'of', 'clim']","['rt', 'duke', 'duchess', 'cambridge', 'pakistan', 'stark effects']"
,2019-10-18 05:46:13,RT @seniorveteran: @__CassidyRae__ @raelela @davidf4444 @HarryMi47749146 @TChris67 @laurawilcamaro @NickJb1986 @WhimsicalMeToo @RoknSpock @…,Neutral,0.0,0.0,0,2,"['RT', 'CassidyRae']",['rt cassidyrae']
,2019-10-18 05:46:05,"RT @DianaCa94154821: Would you bet your paycheck on a weather forecast for tomorrow? If not, then why should this country bet billions on “…",Neutral,0.0,0.0,0,4,"['RT', 'Would', 'you', 'bet', 'your', 'paycheck', 'on', 'a', 'weather', 'forecast', 'for', 'tomorrow', 'If', 'not', 'then', 'why', 'should', 'this', 'country', 'bet', 'billions', 'on']",['rt']
,2019-10-18 05:45:43,RT @britneyspears: Does anyone think global warming is a good thing? I love Lady Gaga.  I think she's a really interesting artist.,Positive,0.425,0.42500000000000004,0,148838,"['RT', 'Does', 'anyone', 'think', 'global', 'warming', 'is', 'a', 'good', 'thing', 'I', 'love', 'Lady', 'Gaga', 'I', 'think', 'she', 's', 'a', 'really', 'interesting', 'artist']","['rt does', 'good thing', 'gaga', 'interesting artist']"
,2019-10-18 05:45:24,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:45:18,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
